abaci	abacus
pencilled	pencil
pencilling	pencil
penes	penis
penned	pen
pent	pen
pepped	pep
peppier	peppy
peppiest	peppy
pepping	pep
pericardia	pericardium
peristalses	peristalsis
perkier	perky
perkiest	perky
permitted	permit
permitting	permit
personae	persona
personified	personify
peskier	pesky
peskiest	pesky
petrified	petrify
petted	pet
pettier	petty
pettiest	petty
pettifogged	pettifog
pettifogging	pettifog
petting	pet
phalli	phallus
phantasied	phantasy
pharynges	pharynx
phenomena	phenomenon
phonier	phony
phoniest	phony
photocopied	photocopy
phylogeneses	phylogenesis
physicked	physic
physicking	physic
pickier	picky
pickiest	picky
picnicked	picnic
picnicking	picnic
pigged	pig
piggier	piggy
piggiest	piggy
pigging	pig
pilei	pileus
pilloried	pillory
pinnae	pinna
pinned	pin
pinning	pin
pipped	pip
pipping	pip
pithier	pithy
pithiest	pithy
pitied	pity
pitted	pit
planned	plan
plateaux	plateau
platted	plat
platting	plat
pled	plead
plied	ply
plodded	plod
plopped	plop
plopping	plop
plotted	plot
plotting	plot
ploughmen	ploughman
pluckier	plucky
pluckiest	plucky
plugged	plug
plugging	plug
podded	pod
podding	pod
podgier	podgy
podgiest	podgy
podia	podium
pokier	poky
pokiest	poky
pollices	pollex
polypi	polypus
pommelled	pommel
pommelling	pommel
pontes	pons
popped	pop
popping	pop
portlier	portly
portliest	portly
portmanteaux	portmanteau
potatoes	potato
potted	pot
pottier	potty
pottiest	potty
potting	pot
praxes	praxis
preachified	preachify
preferring	prefer
prepaid	prepay
pretermitted	pretermit
pretermitting	pretermit
prettied	pretty
prettier	pretty
prettiest	pretty
prettified	prettify
pricier	pricy
priciest	pricy
pricklier	prickly
prickliest	prickly
pried	pry
princelier	princely
princeliest	princely
prissier	prissy
prissiest	prissy
privier	privy
priviest	privy
proboscides	proboscis
prodded	prod
prognoses	prognosis
programmed	program
programmes	program
prolegomena	prolegomenon
prologed	prologue
prologing	prologue
prologs	prologue
propelled	propel
propelling	propel
prophesied	prophesy
propped	prop
propping	prop
protozoa	protozoan
provisoes	proviso
psychoneuroses	psychoneurosis
psychoses	psychosis
pudgier	pudgy
pudgiest	pudgy
pulpier	pulpy
pulpiest	pulpy
pummelled	pummel
pummelling	pummel
punier	puny
puniest	puny
pupae	pupa
pupped	pup
pupping	pup
purified	purify
pushier	pushy
pushiest	pushy
pussier	pussy
pussiest	pussy
puttied	putty
putting	put
quadrennia	quadrennium
quaggier	quaggy
quaggiest	quaggy
quantified	quantify
quarrelled	quarrel
quarrelling	quarrel
quarried	quarry
queasier	queasy
queasiest	queasy
queried	query
quipped	quip
quipping	quip
quitted	quit
quitting	quit
quizzed	quiz
quizzes	quiz
quizzing	quiz
racier	racy
raciest	racy
radices	radix
radii	radius
ragging	rag
rainier	rainy
rainiest	rainy
rallied	rally
ramified	ramify
rammed	ram
ramming	ram
ran	run
randier	randy
randiest	randy
rang	ring
rangier	rangy
rangiest	rangy
rapped	rap
rapping	rap
ratified	ratify
ratted	rat
ratting	rat
raunchier	raunchy
raunchiest	raunchy
ravelled	ravel
ravelling	ravel
readier	ready
readiest	ready
reales	real
rebelled	rebel
rebelling	rebel
rebutted	rebut
rebutting	rebut
recapped	recap
recapping	recap
recta	rectum
rectified	rectify
recurred	recur
recurring	recur
redded	red
redder	red
reddest	red
redding	red
redid	redo
redone	redo
referenda	referendum
referred	refer
referring	refer
reft	reave
refuelled	refuel
refuelling	refuel
regretted	regret
regretting	regret
reis	real
relied	rely
remade	remake
remitted	remit
remitting	remit
repaid	repay
repelled	repel
replied	reply
residua	residuum
retold	retell
revelled	revel
revelling	revel
revivified	revivify
revved	rev
revving	rev
rhachises	rachis
rhizobia	rhizobium
rhombi	rhombus
ricochetted	ricochet
ricochetting	ricochet
ridded	rid
ridden	ride
ridding	rid
rigged	rig
rigidified	rigidify
rimier	rimy
rimiest	rimy
rimmed	rim
rimming	rim
ripped	rip
ripping	rip
riskier	risky
riskiest	risky
rivalled	rival
rivalling	rival
riven	rive
robbed	rob
robbing	rob
rockier	rocky
rockiest	rocky
rode	ride
roilier	roily
roiliest	roily
roomier	roomy
roomiest	roomy
rosier	rosy
rosiest	rosy
rostra	rostrum
rowdier	rowdy
rowdiest	rowdy
rubbed	rub
ruddier	ruddy
ruddiest	ruddy
runnier	runny
runniest	runny
rustier	rusty
rustiest	rusty
rutted	rut
rutting	rut
saccharified	saccharify
sadder	sad
saddest	sad
sagged	sag
sagging	sag
said	say
salaried	salary
sallied	sally
salmonellae	salmonella
saltier	salty
saltiest	salty
salvoes	salvo
sancta	sanctum
sandbagged	sandbag
sandbagging	sandbag
sang	sing
sanitaria	sanitarium
sank	sink
sapped	sap
sappier	sappy
sappiest	sappy
sapping	sap
sarcophagi	sarcophagus
sassier	sassy
sassiest	sassy
saucier	saucy
sauciest	saucy
savvied	savvy
savvier	savvy
savviest	savvy
sawn	saw
scanned	scan
scapulae	scapula
scarier	scary
scariest	scary
scarred	scar
scarring	scar
scarves	scarf
scatted	scat
scatting	scat
schemata	schema
scleroses	sclerosis
scoriae	scoria
scragged	scrag
scraggier	scraggy
scraggiest	scraggy
scragging	scrag
scrammed	scram
scramming	scram
scrapped	scrap
scrapping	scrap
scrawnier	scrawny
scrawniest	scrawny
scrota	scrotum
scrubbed	scrub
scruffier	scruffy
scruffiest	scruffy
scudded	scud
scudding	scud
scummed	scum
scumming	scum
scurried	scurry
scurvier	scurvy
scurviest	scurvy
seedier	seedy
seediest	seedy
seemlier	seemly
seemliest	seemly
seen	see
selves	self
sent	send
separatrices	separatrix
sera	serum
seraphim	seraph
sewn	sew
sexier	sexy
sexiest	sexy
shabbier	shabby
shabbiest	shabby
shadier	shady
shadiest	shady
shaggier	shaggy
shaggiest	shaggy
shagging	shag
shakier	shaky
shakiest	shaky
shammed	sham
shamming	sham
shat	shit
shaven	shave
sheaves	sheaf
shellfishes	shellfish
shelves	shelf
shewn	shew
shied	shy
shier	shy
shiest	shy
shiftier	shifty
shiftiest	shifty
shillyshallied	shillyshally
shimmied	shimmy
shinier	shiny
shiniest	shiny
shinned	shin
shinning	shin
shipped	ship
shitted	shit
shod	shoe
shoddier	shoddy
shoddiest	shoddy
shone	shine
shook	shake
shopped	shop
shotted	shot
shotting	shot
shovelled	shovel
shovelling	shovel
showier	showy
showiest	showy
shown	show
shrank	shrink
shredded	shred
shredding	shred
shrewmice	shrewmouse
shrivelling	shrivel
shriven	shrive
shrove	shrive
shrugged	shrug
shrugging	shrug
shrunk	shrink
shunned	shun
shyer	shy
shyest	shy
sicked	sic
sicking	sic
sicklier	sickly
sickliest	sickly
sideslipped	sideslip
sideslipping	sideslip
sidestepped	sidestep
sidestepping	sidestep
sightlier	sightly
sightliest	sightly
sightsaw	sightsee
sightseen	sightsee
signalled	signal
signalling	signal
silkier	silky
silkiest	silky
sillier	silly
silliest	silly
simplified	simplify
simulacra	simulacrum
sinned	sin
sipped	sip
sipping	sip
skidded	skid
skidding	skid
skimmed	skim
skimming	skim
skimpier	skimpy
skimpiest	skimpy
skinned	skin
skinnier	skinny
skinniest	skinny
skinning	skin
skipped	skip
skipping	skip
slabbed	slab
slabbing	slab
slagged	slag
slagging	slag
slain	slay
slammed	slam
slamming	slam
slaphappier	slaphappy
slaphappiest	slaphappy
slapped	slap
slapping	slap
slatted	slat
slatting	slat
sleazier	sleazy
sleaziest	sleazy
sledding	sled
sleepier	sleepy
sleepiest	sleepy
slept	sleep
slid	slide
slidden	slide
slier	sly
sliest	sly
slimier	slimy
slimiest	slimy
slimmer	slim
slimmest	slim
slipped	slip
slippier	slippy
slippiest	slippy
slipping	slip
slitting	slit
slogged	slog
slogging	slog
sloppier	sloppy
sloppiest	sloppy
slopping	slop
slotted	slot
slotting	slot
slugged	slug
slugging	slug
slummed	slum
slumming	slum
slung	sling
slurring	slur
slyer	sly
slyest	sly
smarmier	smarmy
smarmiest	smarmy
smellier	smelly
smelliest	smelly
smit	smite
smokier	smoky
smokiest	smoky
smote	smite
smutted	smut
smutting	smut
snagged	snag
snagging	snag
snakier	snaky
snakiest	snaky
snapped	snap
snappier	snappy
snappiest	snappy
snapping	snap
snazzier	snazzy
snazziest	snazzy
sniffier	sniffy
sniffiest	sniffy
snipped	snip
snivelled	snivel
snivelling	snivel
snogged	snog
snogging	snog
snootier	snooty
snootiest	snooty
snottier	snotty
snottiest	snotty
snowier	snowy
snowiest	snowy
snubbed	snub
snubbing	snub
snuck	sneak
snugged	snug
snugger	snug
snuggest	snug
snugging	snug
soapier	soapy
soapiest	soapy
sobbed	sob
sodded	sod
sodding	sod
soggier	soggy
soggiest	soggy
solaria	solarium
sold	sell
soli	solo
solidi	solidus
solidified	solidify
somata	soma
sonsier	sonsy
sonsiest	sonsy
sopped	sop
soppier	soppy
soppiest	soppy
sopping	sop
soprani	soprano
sorrier	sorry
sorriest	sorry
soupier	soupy
soupiest	soupy
sown	sow
spanned	span
spanning	span
sparred	spar
sparring	spar
spatted	spat
spatting	spat
spectra	spectrum
sped	speed
speedier	speedy
speediest	speedy
spelt	spell
spermatozoa	spermatozoon
sphinges	sphinx
spicier	spicy
spiciest	spicy
spied	spy
spiffier	spiffy
spiffiest	spiffy
spilt	spill
spindlier	spindly
spindliest	spindly
spinier	spiny
spiniest	spiny
spiralled	spiral
spiralling	spiral
spitted	spit
splitting	split
spongier	spongy
spongiest	spongy
spookier	spooky
spookiest	spooky
sportier	sporty
sportiest	sporty
spotlit	spotlight
spottier	spotty
spottiest	spotty
spotting	spot
sprang	spring
sprier	spry
spriest	spry
sprigged	sprig
sprigging	sprig
sprightlier	sprightly
sprightliest	sprightly
springier	springy
springiest	springy
sprung	spring
spudded	spud
spudding	spud
spun	spin
spurred	spur
sputa	sputum
squashes	squash
squashier	squashy
squashiest	squashy
squatted	squat
squatter	squat
squattest	squat
squattier	squatty
squattiest	squatty
squatting	squat
squidded	squid
squidding	squid
squiffier	squiffy
squiffiest	squiffy
stabbed	stab
stadia	stadium
stank	stink
stapedes	stapes
starchier	starchy
starchiest	starchy
starfishes	starfish
starred	star
starrier	starry
starriest	starry
starring	star
statelier	stately
stateliest	stately
steadied	steady
steadier	steady
steadiest	steady
stealthier	stealthy
stealthiest	stealthy
steamier	steamy
steamiest	steamy
stemmata	stemma
stemmed	stem
stemming	stem
stencilled	stencil
stencilling	stencil
stenoses	stenosis
stepped	step
stepping	step
stied	sty
stimuli	stimulus
stingier	stingy
stingiest	stingy
stockfishes	stockfish
stodgier	stodgy
stodgiest	stodgy
stolen	steal
stomata	stoma
stonier	stony
stoniest	stony
stood	stand
stopped	stop
stopping	stop
storied	story
stormier	stormy
stormiest	stormy
strapped	strap
strata	stratum
stretchier	stretchy
stretchiest	stretchy
strewn	strew
striae	stria
stridden	stride
stringier	stringy
stringiest	stringy
stripier	stripy
stripiest	stripy
stripped	strip
striven	strive
strode	stride
stronger	strong
strongest	strong
strove	strive
struck	strike
strumae	struma
strung	string
strutted	strut
strutting	strut
stubbed	stub
stubbing	stub
studded	stud
studding	stud
studied	study
stuffier	stuffy
stuffiest	stuffy
stultified	stultify
stumpier	stumpy
stumpiest	stumpy
stung	sting
stunk	stink
stunned	stun
sturdier	sturdy
sturdiest	sturdy
styli	stylus
stymying	stymie
subbed	sub
subbing	sub
subletting	sublet
submitted	submit
submitting	submit
subphyla	subphylum
succubi	succubus
sulkier	sulky
sulkiest	sulky
sullied	sully
sultrier	sultry
sultriest	sultry
summed	sum
summing	sum
sunken	sink
sunned	sun
sunnier	sunny
sunniest	sunny
sunning	sun
supped	sup
supping	sup
supplied	supply
surlier	surly
surliest	surly
swabbed	swab
swabbing	swab
swagged	swag
swagging	swag
swam	swim
swamies	swami
swankier	swanky
swankiest	swanky
swapped	swap
swapping	swap
swarthier	swarthy
swarthiest	swarthy
swatted	swat
swatting	swat
swigged	swig
swigging	swig
swivelled	swivel
swivelling	swivel
swopped	swap
swopping	swap
swops	swap
swordfishes	swordfish
swore	swear
sworn	swear
swotted	swot
swotting	swot
swum	swim
swung	swing
syllabi	syllabus
symbolled	symbol
symbolling	symbol
symposia	symposium
synopses	synopsis
syntheses	synthesis
tabbed	tab
tabbing	tab
tableaux	tableau
tackier	tacky
tackiest	tacky
tagged	tag
tagging	tag
taken	take
talcked	talc
talcking	talc
talkier	talky
talkiest	talky
tallied	tally
tangiest	tangy
tanned	tan
tanner	tan
tannest	tan
tanning	tan
tapped	tap
tapping	tap
tardier	tardy
tardiest	tardy
tarred	tar
tarried	tarry
tarring	tar
tasselled	tassel
tasselling	tassel
tastier	tasty
tastiest	tasty
tatted	tat
tattier	tatty
tattiest	tatty
tatting	tat
taught	teach
tawdrier	tawdry
tawdriest	tawdry
taxa	taxon
taxes	tax
taxies	taxi
taxying	taxi
techier	techy
techiest	techy
teenier	teeny
teeniest	teeny
teeth	tooth
tempi	tempo
termini	terminus
terraria	terrarium
terzetti	terzetto
testes	testis
testier	testy
testiest	testy
testified	testify
tetchier	tetchy
tetchiest	tetchy
thalli	thallus
thesauri	thesaurus
theses	thesis
thieves	thief
thinned	thin
thinner	thin
thinnest	thin
thirstier	thirsty
thirstiest	thirsty
thoraces	thorax
thornier	thorny
thorniest	thorny
threw	throw
thriftier	thrifty
thriftiest	thrifty
thriven	thrive
throbbed	throb
thrombi	thrombus
throve	thrive
thrown	throw
thrummed	thrum
thrumming	thrum
thudded	thud
tibiae	tibia
tidied	tidy
tidier	tidy
tidiest	tidy
tinier	tiny
tiniest	tiny
tinnier	tinny
tinniest	tinny
tinning	tin
tinselled	tinsel
tinselling	tinsel
tipped	tip
tipping	tip
tittupped	tittup
tittupping	tittup
toadied	toady
tobaccoes	tobacco
togged	tog
togging	tog
told	tell
tomatoes	tomato
tomenta	tomentum
took	take
toothier	toothy
toothiest	toothy
topped	top
topping	top
tore	tear
tornadoes	tornado
torpedoes	torpedo
torsi	torso
totalled	total
totalling	total
totted	tot
totting	tot
touchier	touchy
touchiest	touchy
towelled	towel
towelling	towel
trafficked	traffic
trafficking	traffic
trameled	trammel
trameling	trammel
tramelled	trammel
tramelling	trammel
tramels	trammel
trammed	tram
tramming	tram
transferred	transfer
transferring	transfer
transfixt	transfix
transmogrified	transmogrify
trapezia	trapezium
trapped	trap
trapping	trap
trashier	trashy
trashiest	trashy
traumata	trauma
travelled	travel
travestied	travesty
trendier	trendy
trendiest	trendy
trickier	tricky
trickiest	tricky
tricksier	tricksy
tricksiest	tricksy
tried	try
trigged	trig
trigging	trig
trimmed	trim
trimmer	trim
trimmest	trim
tripped	trip
trod	tread
trodden	tread
tropaeola	tropaeolum
trotted	trot
trotting	trot
truer	true
truest	true
trustier	trusty
trustiest	trusty
tubbier	tubby
tubbiest	tubby
tugged	tug
tugging	tug
tumefied	tumefy
tunned	tun
tunnelled	tunnel
tunnelling	tunnel
tunning	tun
turves	turf
twigged	twig
twigging	twig
twinning	twin
twitted	twit
twitting	twit
tying	tie
tympana	tympanum
typesetting	typeset
typewritten	typewrite
typewrote	typewrite
typified	typify
tyros	tiro
uglier	ugly
ugliest	ugly
umbilici	umbilicus
unbent	unbend
unbound	unbind
unclad	unclothe
undercutting	undercut
undergone	undergo
underlaid	underlay
underlain	underlie
underpinned	underpin
underpinning	underpin
undersold	undersell
understudied	understudy
undertaken	undertake
undertook	undertake
underwent	undergo
underwritten	underwrite
underwrote	underwrite
undid	undo
unfitted	unfit
unfitting	unfit
unfriendlier	unfriendly
unfriendliest	unfriendly
unfroze	unfreeze
unfrozen	unfreeze
ungainlier	ungainly
ungainliest	ungainly
ungodlier	ungodly
ungodliest	ungodly
unhappier	unhappy
unhappiest	unhappy
unhealthier	unhealthy
unhealthiest	unhealthy
unholier	unholy
unholiest	unholy
unmade	unmake
unravelled	unravel
unravelling	unravel
unrulier	unruly
unruliest	unruly
unsaid	unsay
unsteadied	unsteady
untaught	unteach
untidied	untidy
untidier	untidy
untidiest	untidy
untying	untie
unwound	unwind
unwrapped	unwrap
unwrapping	unwrap
upheld	uphold
upped	up
upping	up
uprisen	uprise
uprose	uprise
upsetting	upset
urethrae	urethra
uteri	uterus
uvulae	uvula
vacua	vacuum
vaginae	vagina
valleculae	vallecula
vasa	vas
vatted	vat
vatting	vat
vela	velum
venae	vena
ventriculi	ventriculus
verified	verify
verrucae	verruca
vertebrae	vertebra
vertices	vertex
vertigines	vertigo
vertigoes	vertigo
vesicae	vesica
vetoes	veto
vetted	vet
vetting	vet
vibrissae	vibrissa
victualled	victual
victualling	victual
vilified	vilify
viragoes	virago
virtuosi	virtuoso
vitelli	vitellus
vitriolled	vitriol
vitriolling	vitriol
vivaria	vivarium
vivified	vivify
voces	vox
volcanoes	volcano
volte	volta
volvae	volva
vortices	vortex
vying	vie
wackier	wacky
wackiest	wacky
wadded	wad
wadding	wad
wagged	wag
wagging	wag
wahhabis	wahabi
wanned	wan
wanner	wan
wannest	wan
wanning	wan
warier	wary
wariest	wary
warred	war
was	be
washier	washy
washiest	washy
wavier	wavy
waviest	wavy
waxier	waxy
waxiest	waxy
waylaid	waylay
weaklier	weakly
weakliest	weakly
wealthier	wealthy
wealthiest	wealthy
wearied	weary
wearier	weary
weariest	weary
webbing	web
weedier	weedy
weediest	weedy
weenier	weeny
weeniest	weeny
weensier	weensy
weensiest	weensy
weightier	weighty
weightiest	weighty
went	go
wept	weep
were	be
wetted	wet
wettest	wet
whackier	whacky
whackiest	whacky
whammed	wham
whamming	wham
whapped	whap
whapping	whap
wharves	wharf
whetted	whet
whetting	whet
whimsier	whimsy
whimsiest	whimsy
whinnied	whinny
whipped	whip
whirred	whir
whirring	whir
whizzed	whiz
whizzes	whiz
whizzing	whiz
whopped	whop
wigwagged	wigwag
wigwagging	wigwag
wildcatted	wildcat
wildcatting	wildcat
wilier	wily
wiliest	wily
windier	windy
windiest	windy
wintrier	wintry
wintriest	wintry
wirier	wiry
wiriest	wiry
wispier	wispy
wispiest	wispy
withdrew	withdraw
withheld	withhold
withstood	withstand
wittier	witty
wittiest	witty
wives	wife
woke	wake
woken	wake
wolves	wolf
wonkier	wonky
wonkiest	wonky
wonned	won
wonning	won
woodier	woody
woodiest	woody
woollier	woolly
woolliest	woolly
woozier	woozy
wooziest	woozy
wordier	wordy
wordiest	wordy
wore	wear
worldlier	worldly
worldliest	worldly
wormier	wormy
wormiest	wormy
worn	wear
worse	bad
worshipped	worship
worshipping	worship
worthier	worthy
worthiest	worthy
wove	weave
woven	weave
wried	wry
wrier	wry
wriest	wry
wrote	write
wrung	wring
wryer	wry
wryest	wry
yakked	yak
yakking	yak
yapped	yap
yapping	yap
yenned	yen
yenning	yen
yodelled	yodel
yodelling	yodel
yogin	yogi
younger	young
youngest	young
yummier	yummy
yummiest	yummy
zanier	zany
zaniest	zany
zapped	zap
zapping	zap
zeroes	zero
zigzagged	zigzag
zigzagging	zigzag
zipped	zip
zippier	zippy
zippiest	zippy
zipping	zip
